session_id,frame_index,header_timestamp_ns,return_count
20260730_indoor_ball_5m_front_static_run01,96,1785426883969980160,3
20260730_indoor_ball_5m_front_static_run01,97,1785426884068686592,6
20260730_indoor_ball_5m_front_static_run01,98,1785426884170690560,3
20260730_indoor_ball_5m_front_static_run01,99,1785426884268731904,5
20260730_indoor_ball_5m_front_static_run01,100,1785426884369010944,5
20260730_indoor_ball_5m_front_static_run01,101,1785426884469467904,3
20260730_indoor_ball_5m_front_static_run01,102,1785426884569071872,5
20260730_indoor_ball_5m_front_static_run01,103,1785426884670266624,6
20260730_indoor_ball_5m_front_static_run01,104,1785426884770652416,4
20260730_indoor_ball_5m_front_static_run01,105,1785426884869298688,5
20260730_indoor_ball_5m_front_static_run01,106,1785426884970524672,5
20260730_indoor_ball_5m_front_static_run01,107,1785426885070927872,4
20260730_indoor_ball_5m_front_static_run01,108,1785426885171330560,5
20260730_indoor_ball_5m_front_static_run01,109,1785426885270269696,5
20260730_indoor_ball_5m_front_static_run01,110,1785426885371745792,3
20260730_indoor_ball_5m_front_static_run01,111,1785426885471110144,5
20260730_indoor_ball_5m_front_static_run01,112,1785426885573808896,4
20260730_indoor_ball_5m_front_static_run01,113,1785426885674065408,3
20260730_indoor_ball_5m_front_static_run01,114,1785426885771879680,4
20260730_indoor_ball_5m_front_static_run01,115,1785426885872347904,4
20260730_indoor_ball_5m_front_static_run01,116,1785426885973309440,4
20260730_indoor_ball_5m_front_static_run01,117,1785426886072467968,3
20260730_indoor_ball_5m_front_static_run01,118,1785426886172037888,4
20260730_indoor_ball_5m_front_static_run01,119,1785426886273581568,4
20260730_indoor_ball_5m_front_static_run01,120,1785426886372333056,4
